업체명,맛,양,배달,주문메뉴,상세리뷰
알부자찜전문점,5,5,5,"
            해물찜 /1(사이즈 선택(小))
          ","해산물도 신선하고 콩나물도아삭하고 양도많고 넘나맛있어요  ~
잊어버리신게한가지 ㅎㅎ
담주문에꼭 챙겨주세요
잘먹었습니다 
사진은 저도 깜빡했네요"
알부자찜전문점,4,4,4,"
            알찜 中/1(맛 선택(안맵게)),공기밥/1
          ",양이 많네요~ 맛있게 먹었습니다.
알부자찜전문점,4,5,5,"
            살만있는 아구찜/1(사이즈 선택(小))
          ",저번에 해물찜 맛있어서 시켰는데 아구찜은 좀 심심하네요. 양도 조금 줄이고 가격을 좀 낮췄으면 하는 바램입니다. 2인분으론 많네요
알부자찜전문점,5,5,5,"
            알반고니반찜/1(사이즈 선택(小),맛 선택(맵게))
          ",사진빨 안받네요 실물이 더 갑입니다 진짜배고팠는데도 둘이 먹다 남았어요 사장님 오래오래 장사해주세요^^
알부자찜전문점,5,4,5,"
            알탕 中/1(맛 선택(맵게))
          ",처음 주문 합니다.  맛 있어요. 강추 합니다.
알부자찜전문점,5,5,5,"
            알탕 中/1(맛 선택(맵게))
          ","와... 양이.. 진짜 Mi쳤어요!!!
그리고 반찬도 너무완전많이 맛있었어요ㅜㅜ
너무 잘먹었습니다^^"
알부자찜전문점,5,5,5,"
            해물찜 /1(사이즈 선택(小))
          ",gòoooooooood ☆☆☆☆☆
알부자찜전문점,1,1,5,"
            알찜 小/1(맛 선택(맵게))
          ",저는 글쎄요... 맵지도 않고 ...
알부자찜전문점,5,5,5,"
            알탕 中/1(맛 선택(안맵게))
          ","있었는데 없어요!!
두명이서 클리어 했는데 알이 남을 정도로 많이 있네요!!
맛도 맛있었습니다~
다음에도 땡길때 시켜먹어야겠어요 ㅎㅎ
먹기 전에 찍었어야했는데 배고파서 바로 먹었네요"
알부자찜전문점,5,5,5,"
            알찜 小/1(맛 선택(맵게))
          ",믿고 먹는 맛집 용산에서가 아닌 서울대표급
알부자찜전문점,5,5,5,"
            알찜 小/1(맛 선택(안맵게))
          ",맛있게 잘 먹었습니다.
알부자찜전문점,5,5,5,"
            해물찜 /1(사이즈 선택(小))
          ",매꼼하니 적당하고 푸짐한양이였어요. 모임때문에 시킨음식이엿는데 모두만족하며 먹었습니다.감사합니다
알부자찜전문점,5,3,5,"
            살만있는 아구찜/1(사이즈 선택(小)),알탕 中/1(맛 선택(안맵게))
          ","맛있게 잘 먹었습니다.
근데 가격대가 많이 높네요.
좀더 작은 소 사이즈가 나오면 좋겠네요."
알부자찜전문점,5,4,3,"
            알찜 小/1(맛 선택(맵게))
          ","맛있어요
양도 훌륭합니당"
알부자찜전문점,5,5,5,"
            해물찜 /1(사이즈 선택(小))
          ","양도 많고 맛있고 해물도 푸짐하고 시켜본 해물찜 중에 최고!!!
남편이 얼마나 맛있게 먹든지
자주 시켜줘야겠어요"
알부자찜전문점,5,5,5,"
            알찜 小/1(맛 선택(안맵게))
          ",양 진짜 많고 입맛 까다로운 친구도 맛있게 잘먹었습니다!! 담에 또 알찜 생각나면 시켜먹을게요!!
알부자찜전문점,5,5,4,"
            알찜 小/1(맛 선택(안맵게))
          ",진짜 맛있어요~왠만한 찜집보다 굿입니당.또시킬께용~
알부자찜전문점,5,4,5,"
            해물탕 /1(사이즈 선택(小))
          ",맛있게 잘 먹었습니다~
알부자찜전문점,5,5,5,"
            알찜 小/1(맛 선택(안맵게))
          ","맛도 좋고 양도 넉넉합니다.
주문할때마다 맛있어요."
알부자찜전문점,5,5,4,"
            알찜 中/1(맛 선택(안맵게))
          ",맛있게 잘먹었습니다.양도 많고.맛도 괜찮아 습니다.다음에도 알부자힘내세요.
알부자찜전문점,5,5,5,"
            알찜 小/1(맛 선택(안맵게)),공기밥/2
          ",알찜을 진짜 오랫만에 먹었는데 요청사항도 잘 들어주시고 알 양도 많아서 잘먹었습니다😊 맛있었고 콩나물이랑도 잘 어울렸어요! 잘먹었습니다~
알부자찜전문점,5,5,5,"
            알탕 大/1(맛 선택(안맵게))
          ",잘 먹었어요~ 같이 먹은 분들이 맛있다고 극찬을 하네요
알부자찜전문점,5,5,5,"
            알찜 小/1(맛 선택(안맵게))
          ",리뷰 보고 시켰는데 만족합니다. 콩나물을 별로 안 좋아했는데 아삭거리는게 잘 먹었습니다. 알 넣어주신 양은 정말 많네요. 3명이서 소자 먹었는데 배부르게 잘 먹었습니다. 감사합니다.
알부자찜전문점,5,5,5,"
            알탕 中/1(맛 선택(맵게))
          ","양이 더 많아 졌어요~
아주 만족스러운 알탕입니다!!!
사장님 번창하세요^^"
알부자찜전문점,5,5,5,"
            알탕 中/1(맛 선택(안맵게))
          ","리뷰에 있는것처럼 알의 양이 많아서 좋습니다. 사진상으론 적게 보이지만 그 높이가 꽤되고, 무엇보다 끓여서 오니 편했습니다. 먼 거리임에도 배달이 된다는 것도 마음에 들기도 하고, 나중에 다시 주문해서 먹을 예정입니다. 강추입니다."
알부자찜전문점,5,5,5,"
            알찜 小/1(맛 선택(맵게)),셀프 날치알 주먹밥/1
          ",양이 진짜 많아요 소자인데 엄청 배불러서 다남겼습니다 👍  알이 끊임 없이 나오네요 정말
