업체명,날짜,맛,양,배달,주문메뉴,상세리뷰
왕십리왕곱창,2022년 1월 21일,5,5,5,"
            알곱창/1(맛 선택(덜매운맛)),콜라 500mL/2
          ","음 동네에 있는 가게 매장 픽업만 되던곳인데
가게 공사하고 리뉴얼되고 배달시작
옛날맛을 못찾겠어요 그리고 곱창에서
씁쓸한맛이 나요  몇년전에는 동네에서 맛집 곱창집이었는데 장사 건승을 위해 점검이 필요한거 같습니다 잘먹었습니다"
왕십리왕곱창,2022년 1월 19일,4,4,5,"
            소금막창/1
          ",리모델링하신건지 아니면 주인이 바뀌신건지 모르겠네요 . 소스류 안주셔두 된다구 했는데 된장인지 뭔지 같이왔어요. 특히 상추포장안에 봉지뜯는칼이 들어있는건 좀  아닌거같아요. 있는지도몰랐고 상추밑에 깔려있는건 위험한거같아요.
왕십리왕곱창,2020년 6월 27일,5,5,5,"
            야채곱창 1인분/2,소금막창 1인분/2,계란찜/1
          ","최근 리뷰보고 살짝 불안했는데 여전히 맛있네요
오랫만에 먹어서 그런가 더 맛있네요"
왕십리왕곱창,2020년 6월 20일,5,5,5,"
            오돌뼈 1인분/1,소금막창 1인분/1
          ","맛도 좋고 양도 많고 다 좋아요, 아쉬운점이 있다면 반찬 부추 한가지  딱 오는데, 밥으로 먹기에는 한두가지 더 주셨으면 합니다."
왕십리왕곱창,2020년 6월 19일,3,4,5,"
            야채곱창 1인분/2,양념막창 1인분/1
          ","이 집은 점점 맛이 없어지네요.
막창 딱딱하고 너무 질겨서 반이상 버리고
(맛)양념 또한 매번 일정 하지 않고 들쑥날쑥

다른 집으로 갈아 탑니다"
왕십리왕곱창,2020년 6월 14일,4,5,2,"
            야채곱창 1인분/1,양념막창 1인분/1
          ","배달이 일단 너무 늦었어요
맛은 나쁘지않으나 막창 너무 바짝한느낌이네요"
왕십리왕곱창,2020년 5월 30일,4,5,2,"
            야채곱창 1인분/2,양념막창 1인분/1
          ","라이더 분께서
다른 매장 주문건 까지 묶어서 배달하셔서 예상시간 보다
너무 늦게 도착하셧음. 지방에서 배달 오는줄 아랏음 
진짜 배달 생각 하면 최악!!!
그럼에도 불구하고 이번 주문건 음식은 양도 맛도 좋았습니다"
왕십리왕곱창,2020년 5월 29일,5,5,5,"
            야채곱창 1인분/1,소금막창 1인분/1
          ",맛있게 잘 먹었습니다
왕십리왕곱창,2020년 5월 28일,5,5,5,"
            소금막창 1인분/3
          ",처음켜밨는데 맜있네요 ㅎㅎ
왕십리왕곱창,2020년 5월 24일,5,5,5,"
            소곱창 모듬 2인분（소곱창＋소막창＋소대창＋소염통）/1
          ",맛있게 잘 먹었습니다
왕십리왕곱창,2020년 5월 23일,5,5,5,"
            소곱창 모듬 2인분（소곱창＋소막창＋소대창＋소염통）/1
          ","양도 많고 맛있게 잘먹었습니다.
담에 또 주문할께요!!!
번창하세요~"
왕십리왕곱창,2020년 5월 19일,5,5,5,"
            소금막창 1인분/1,양념막창 1인분/1
          ",너무너무 맛있게 먹었어여~감사합니다
왕십리왕곱창,2020년 5월 16일,5,5,5,"
            소금막창 1인분/1,양념막창 1인분/1
          ",양도 많고 막창이랑 주먹밥 모두 맛있어요!!
왕십리왕곱창,2020년 5월 14일,5,5,5,"
            소곱창 모듬 2인분（소곱창＋소막창＋소대창＋소염통）/1
          ",양이 많고 너무 맛있어요
왕십리왕곱창,2020년 5월 5일,2,5,5,"
            야채곱창 1인분/2
          ","양은 얘기해서 그런지 저번보다 많이 주셨어요
근데 주방이모가 확실히 바뀌셧나봐요.....
음식에 간이 제대로 되지도 않아서 맛이 없었음 
확실히 맛이 없었어요"
왕십리왕곱창,2020년 5월 3일,5,5,5,"
            야채곱창 1인분/1,양념막창 1인분/2
          ","사장님 오늘도 맛있게 잘 먹겠습니다.
까다롭게 이것저것 부탁드렸음에도 
다 맞춰주셔서 감사합니다.
늘 번창하시길 바랍니다."
왕십리왕곱창,2020년 4월 28일,5,5,5,"
            야채곱창 1인분/1,소금막창 1인분/1,공기밥/1
          ","맛있다,"
왕십리왕곱창,2020년 4월 27일,4,3,5,"
            소곱창 모듬 2인분（소곱창＋소막창＋소대창＋소염통）/1,양념막창 1인분/1
          ",맛잇게먹엇서요~~~~!양이 살짝 아쉽네유
