업체명,날짜,맛,양,배달,주문메뉴,상세리뷰
별대봉식당,11시간 전,5,5,4,"
            두칸도시락 순살칠리치킨/1
          ","배달시간은 조금 늦었지만 그래도 너무너무너무 맛있고 양 많고 제발 망하지 말아주세요!!!
근데 이거 1인 도시락 맞나요..? 실수로 3인도시락주신거 아니구요..?!!"
별대봉식당,14시간 전,5,5,5,"
            고구마찜닭/1(메뉴 선택(옛날도시락＋김))
          ",정말 맛있게 먹었습니다. 배달도 빨리와서 좋았습니다!
별대봉식당,15시간 전,5,5,5,"
            두칸도시락 매콤대패삼겹/1,두칸도시락 깐쇼새우/1(추가 선택 메뉴(미니잡채))
          ",맛있게 먹고 또 주문합니다.
별대봉식당,17시간 전,5,5,5,"
            고구마찜닭/1(메뉴 선택(옛날도시락＋김))
          ",몇 번 먹어도 맛있어요! 추천합니다
별대봉식당,18시간 전,5,5,5,"
            두칸도시락 매콤닭불고기/1(추가 선택 메뉴(군만두5개))
          ",맛있게 잘 먹었습니다.
별대봉식당,18시간 전,5,4,5,"
            순살닭도리탕/1(메뉴 선택(옛날도시락＋김))
          ",새벽 늦은 시간에도 불구하고 잘가져다주셔서 맛나게 잘먹었습니다~  덕분에 푸욱자고 일어났네요 감사해요!
별대봉식당,20시간 전,5,5,3,"
            고구마찜닭/2(메뉴 선택(공기밥 2개),추가 선택 메뉴(당면사리)),공기밥/3,펩시콜라 355mL/2
          ","맛있었어요! 
다같이 즐겁게 먹었습니다 ㅎㅎ
배달이 제시간에 안와서 너무 아쉬웠어요 ㅠ
아 사장님 근데 잡채가 안왔더라구요 ㅠㅠ 
그래도 스팸이랑 맛있게 먹었습니다 ㅎㅎ 
계속 시켜먹을것같아요 ㅎㅎ"
별대봉식당,22시간 전,5,5,4,"
            순살닭도리탕/1(메뉴 선택(공기밥 2개))
          ",너무 맛있고 서비스도 짱짱이에요ㅠㅠ 근데 배달에서 문제가 있었는지 국물이 많이 흘렀더라구요ㅠㅠ
별대봉식당,23시간 전,5,5,5,"
            순살닭도리탕/1(메뉴 선택(옛날도시락＋김),추가 선택 메뉴(라면사리))
          ",어제 시켜먹고 너무 맛있어서 리뷰쓰는것도 깜빡했어요 너무 맛있어서 담에 또 시켜먹을꺼에요!!
별대봉식당,어제,5,5,5,"
            닭도리탕/1(메뉴 선택(옛날도시락＋김),추가 선택 메뉴(웰치스포도355ml))
          ",맛있습니다 ㅎ ㅎ
별대봉식당,어제,5,5,5,"
            고구마찜닭/1(메뉴 선택(옛날도시락＋김),추가 선택 메뉴(공기밥))
          ",잘먹었습니다!!! 양 많아요😋👍
별대봉식당,어제,5,5,5,"
            고추장섞어찌개/1(메뉴 선택(공기밥 2개),추가 선택 메뉴(공기밥)),공기밥/1
          ",저희집 여기서 자주시킵니당 너무 맛있게잘머것어용~~근데좀덜달게 해주십쇼
별대봉식당,어제,4,5,4,"
            삼겹짜글이 /1(메뉴 선택(공기밥 2개),추가 선택 메뉴(계란후라이)),계란후라이/3
          ",배달도 빠르게 오고 양도 넉넉하고 맛있내요
별대봉식당,어제,5,5,5,"
            두칸도시락 대패삼겹간장마늘/1
          ",닭도리탕 시켜먹고 맛있었어서 찾아보니 가게가 집 근처라 포장해봤습니다. 간장대패삼겹도 맛있네요! 양도 푸짐하고 가까이 있어서 좋은 가게에요ㅎㅎ 친절하신 사장님 감사합니다!
별대봉식당,어제,5,5,5,"
            닭도리탕/1(메뉴 선택(공기밥 2개),추가 선택 메뉴(공기밥,당면사리))
          ",맛있어요 맵기도 적당하고 신라면정도? 별로 맵진않음 양도 많습니다
별대봉식당,어제,5,5,5,"
            순살닭도리탕/1(메뉴 선택(공기밥 2개),추가 선택 메뉴(우동사리))
          ",진짜 맛있어요 앞으로 우동사리 무조건 넣어야 할거 같아요 믿고 먹는 별대봉!
별대봉식당,어제,5,5,5,"
            닭도리탕/1(메뉴 선택(공기밥 2개)),참이슬 후레쉬/2
          ",카레향이 살짝 나면서 짜지 않고 괜춘 달 먹을게요
별대봉식당,2일 전,5,5,5,"
            매콤떡도리탕/1(메뉴 선택(옛날도시락＋김))
          ",스팸이랑 잡채랑 물까지 !! 김치도 두개나와서 넘 푸짐하게 먹었어요 모든면에서 만족입니다 항상 여기서만 시켜먹을래요
별대봉식당,2일 전,5,5,5,"
            제육된장국정식（옛날도시락＋김 or 공기밥2개 中 택1＋햄구이＋김치＋생수）/1(메뉴 선택(옛날도시락＋김))
          ",닭볶음이나 짜글이만 시키다가 한번 제육정식 된장찌게 시켜봤는데  이것도 최고네요 양 맛 서비스 !!!!
별대봉식당,2일 전,5,5,5,"
            순살닭도리탕/1(메뉴 선택(옛날도시락＋김))
          ",옛날도시락 강추합니다. 스팸이랑 잡채까지 완벽하네요
별대봉식당,2일 전,5,5,5,"
            두칸도시락 제육볶음/1(추가 선택 메뉴(미니닭강정))
          ",맛있고 양도 많고 추천할만 합니다
별대봉식당,2일 전,5,5,5,"
            두칸도시락 매콤대패삼겹/1(추가 선택 메뉴(라면사리)),두칸도시락 순살닭강정/1
          ",감사합니다. 잘 먹을게요.
별대봉식당,2일 전,5,5,5,"
            두칸도시락 대패삼겹간장마늘/8
          ","다들 맛있다고 잘 드셨어요!
양도 많고 반찬도 잘 챙겨주셔서 좋았어요!"
별대봉식당,3일 전,5,5,5,"
            신쫄닭/1
          ","맛있어요!
잘먹었습니다~
리뷰서비스도 감사해요"
별대봉식당,3일 전,5,5,5,"
            삼겹짜글이 /1(메뉴 선택(옛날도시락＋김)),계란후라이/1,웰치스포도 355mL/1
          ",배달 엄청 빠르고 맛있고 양많고 서비스많고.. 질될줄 알았어요
별대봉식당,3일 전,5,5,5,"
            두부삼겹/1(메뉴 선택(옛날도시락＋김))
          ",배달 빠르고 잘먹었습니다~
별대봉식당,3일 전,5,5,5,"
            두부삼겹/1(메뉴 선택(옛날도시락＋김))
          ",맛나고 양많고 죽입니다
