업체명,날짜,맛,양,배달,주문메뉴,상세리뷰
무교동유정낙지-본점,2일 전,5,5,5,"
            낙지 볶음（공깃밥 포함）/1(사이즈 선택(1인분),매운 맛 선택(원래대로))
          ",낙지도 실하고 맛있어요. 종종 시켜먹어요~~~ 추천합니당!!!!
무교동유정낙지-본점,2022년 3월 22일,5,5,5,"
            낙지 볶음（공깃밥 포함）/1(사이즈 선택(1인분),매운 맛 선택(원래대로))
          ",역시 항상 맛있어요👍
무교동유정낙지-본점,2022년 3월 16일,5,5,5,"
            낙지 볶음（공깃밥 포함）/1(사이즈 선택(1인분),매운 맛 선택(원래대로),사이드 선택(소면사리)),유정낙지 한우 떡볶음/1
          ",재주문하고 싶은 그집 잘먹었습니다 또 올께요
무교동유정낙지-본점,2022년 3월 13일,3,4,4,"
            배달혼술）낙지볶음1인＋백합탕/1(매운 맛 선택(덜 맵게))
          ",맛잇게잘먹엇어요ㅋ!
무교동유정낙지-본점,2022년 3월 5일,5,5,5,"
            낙지 볶음（공깃밥 포함）/1(사이즈 선택(1인분),매운 맛 선택(덜 맵게)),옛날 유정낙지 감자탕（공깃밥 포함）/1
          ",배달도 빠르고 포장도 깔끔하네요~ 낙지 부드럽고 맛있어요!
무교동유정낙지-본점,2022년 2월 26일,4,4,5,"
            낙지 볶음（공깃밥 포함）/1(사이즈 선택(1인분),매운 맛 선택(덜 맵게)),공깃밥/1,계란후라이/1
          ",맛이 생각보다 진하지는 않았지만 그래도 넘 맛나게 흡입했어요~!!
무교동유정낙지-본점,2022년 2월 21일,5,5,5,"
            낙지 볶음（공깃밥 포함）/1(사이즈 선택(1인분),매운 맛 선택(덜 맵게),사이드 선택(소면사리))
          ",맛있어요 배달도 빨리 옵니다
무교동유정낙지-본점,2022년 2월 16일,5,5,5,"
            낙지 볶음（공깃밥 포함）/1(사이즈 선택(1인분),매운 맛 선택(많이 맵게))
          ",잘먹었습니다~~~~
무교동유정낙지-본점,2022년 2월 16일,5,5,5,"
            낙지 볶음（공깃밥 포함）/2(사이즈 선택(1인분),매운 맛 선택(덜 맵게))
          ",유정낙지 팬이에요~
무교동유정낙지-본점,2022년 2월 13일,5,5,5,"
            낙지 볶음（공깃밥 포함）/3(사이즈 선택(1인분),매운 맛 선택(덜 맵게))
          ",단골입니다~!!!!
