업체명,맛,양,배달,주문메뉴,상세리뷰
카페인중독-종로2가점,5,5,5,"
            （추억의 그 맛） 애플 와플/1(필수 선택(폭탄 （남는건 크림폭탄뿐）)),（카.중.단.독） 햅쌀 와플/1(필수 선택(폭탄 （남는건 크림폭탄뿐）))
          ","배달빠르고 맛있다 
두입까지ㅡ맛있다
방심했다
크림이 너무 느끼했다"
카페인중독-종로2가점,5,5,5,"
            （이구역 최강자） 누텔라 와플/1(필수 선택(보통 （이정도 크림은 가뿐）)),녹차 라떼/1(필수 선택(ICE 1리터 변경))
          ",맛있게 잘 먹었습니다~!
카페인중독-종로2가점,5,5,5,"
            （우유 속에 풍덩） 생크림 와플/1(필수 선택(보통 （이정도 크림은 가뿐）)),갈릭 핫도그/1,아메리카노/1(필수 선택(ICE))
          ",배달 빨랐어요! 와플과 핫도그 모두 맛있게 먹었습니다😀
카페인중독-종로2가점,5,5,5,"
            NEW 코코넛 와플/1(필수 선택(보통 （이정도 크림은 가뿐）)),카야 토스트/1,아메리카노/2(필수 선택(ICE))
          ",토요일마다 보내드리는 커피네요^^
카페인중독-종로2가점,5,4,5,"
            （추억의 그 맛） 애플 와플/1(필수 선택(조금 （크림은 거들뿐）)),（중독돼지） 돼지바 크로플/1,뽀또 뚱카롱/1
          ",넘 맛있어용.. 기사님도 너무 친절하심 ㅜㅜ
카페인중독-종로2가점,3,4,5,"
            딸기 라떼/1(필수 선택(ICE 1리터 변경)),햅쌀 중독치노/1(필수 선택(ICE 1리터 변경))
          ",보통이었습니다 양많아요
카페인중독-종로2가점,5,5,5,"
            （추억의 그 맛） 애플 와플/1(필수 선택(폭탄 （남는건 크림폭탄뿐）)),꿀 케이크 （초코）/1
          ",와플도 꿀케이크도 둘 다 맛있게 먹었어요!!! 역시 여기 생크림이 제일 맛있어요ㅋㅋㅋㅋㅋㅋ 다만 와플에 스프링클 빼달라고 썼는데ㅠ 뿌려와서 떼고 먹는데 좀 귀찮았습니다ㅎㅎ
카페인중독-종로2가점,3,3,3,"
            누텔라 바나나 와플/1(생크림 양 선택(조금（크림은 거들뿐）)),（추억의 그맛）애플와플/1(생크림 양 선택(조금（크림은 거들뿐）)),딸기요거트스무디/1
          ",먹을만합니다 양도 적당
카페인중독-종로2가점,5,5,5,"
            （단.독.출.시） 햅쌀 크로플/1(추가 선택(생크림 추가)),갈릭 핫도그/1
          ","배달도 빠르고 갈릭핫도그 너무 맛익어용 
크로플이랑 크림도 짱맛!"
카페인중독-종로2가점,5,5,5,"
            （우유속에 풍덩）생크림와플/1(생크림 양 선택(폭탄（남는건 크림폭탄뿐）)),NEW （미쳤다!） 돼지바 와플/1(생크림 양 선택(보통（이정도 크림은 가뿐）)),콘치폭 핫도그（매운맛／순한맛）/1(맛 선택(매운맛)),매콤 까르보나라 컵볶이/1,돼지바맛 다쿠아즈/1,NEW 민트초코 뚱카롱/1,녹차라떼/1(HOT／ICE 선택(ICE 1리터 변경)),아빠커피/1(추가 선택(ICE 2리터 변경（보틀로 제공）))
          ",와플도 맛있구!!! 커피두 맛있었구!!! 까르보떡볶이도 너무 맛있었어요!!!!
카페인중독-종로2가점,5,5,2,"
            에그마요 샌드위치/1,국물떡볶이（달콤）/1
          ",솔직히 새벽에 시켰는데 배달이 너무 느려서 힘들었습니다
카페인중독-종로2가점,5,5,5,"
            NEW 빨미까레/1,플레인 크로플/1,아메리카노/1(HOT／ICE 선택(ICE))
          ",맛있게 잘 먹었습니다
카페인중독-종로2가점,4,4,5,"
            햅쌀 와플/1(생크림 양 선택(보통（이정도 크림은 가뿐）)),（추억의 그맛）애플와플/1(생크림 양 선택(보통（이정도 크림은 가뿐）)),국물떡볶이（달콤）/1
          ","배달 빠르네요.,."
